,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO
2021-03-11,1591.011368235652,5069.098439416378,2722.21390370304,1435.5263876828353,430.18772142395767,415.91997798306664,327.7943140669116,1861.6935966310084,1267.686555518163,2352.3304898180704,224.8619398850949,3099.7169608532754,3980.4705786287477,1247.9010519642663,911.9125834418406,809.7632924172889,1653.6192479712113,630.3796754693758,926.0949873466096,1170.3979859674716
2021-03-12,1619.0977981315923,5205.21362086667,2694.7752012220753,1378.9513803107131,427.4425734934956,410.0265410715821,327.94622208892713,1907.1255261063004,1269.7071177057478,2325.189434195045,224.7423976238533,3185.561651470102,3883.6417092296892,1250.5256314790008,862.3685655712974,784.4419434684361,1637.7672558834722,643.6238715892395,952.9263888665321,1144.4427909440376
2021-03-15,1614.7282245966542,5103.030846261589,2639.178882135247,1348.7180439395104,424.4544579550846,407.76462181778834,329.02832719294514,1889.7625047625818,1281.5514474852416,2359.3285346403627,221.38523895022388,3242.85335144152,3841.1177724849654,1277.128170465518,869.4954379627163,792.8275472294553,1640.9324467034367,650.378398696099,916.4211087081424,1150.2111428113103
2021-03-16,1614.921468556447,5221.919070853396,2705.057171611819,1374.4626432955786,416.3480096104517,394.69730110217546,329.54751643523105,1900.8686687252937,1304.0558801933912,2368.1629561998943,217.5772860650732,3243.7217801458173,3939.5442140173814,1226.8812083991631,866.4790463053405,814.5075240612127,1649.855407474596,661.6006288692523,906.4712837625236,1137.2039351512026
2021-03-17,1583.3488054144882,5362.087396161831,2692.4053811551507,1371.5175385120729,400.2575031008636,396.37074037494364,320.9709621612014,1909.7779967344752,1297.4542312429778,2291.894360873643,218.1433176010288,3162.032006900754,3952.692682563054,1220.4270589701769,835.2148461609555,804.1268198673835,1634.2051895554985,674.7403178136216,907.3527473602859,1153.7122493225677
2021-03-18,1583.5542247820351,5352.106564650667,2712.733309319488,1357.8371639369532,395.1090464876566,396.2179527738175,324.70968685847026,1909.012400423651,1248.7021444361555,2250.932870432187,211.68598807516912,3127.9735589702213,3863.8487902195257,1254.7956859664198,807.582463051906,791.6095749935273,1660.740108305896,668.3607136626687,891.8501817569132,1135.8784694565718
2021-03-19,1575.2038697507899,5127.654747248591,2683.1454529804223,1321.6216367614086,396.8347204281016,390.6395269161309,328.97777692902145,1893.4478590991557,1237.267086636788,2245.3110290231875,207.52440143640374,3228.9797872597605,3802.4945463394547,1242.5772785799095,823.7358428537656,783.6950313862242,1681.1822347191428,651.1992979332177,877.6248209645504,1153.9798969047686
2021-03-22,1586.1584221873643,5067.884548670078,2586.7881563559545,1293.7423898958828,386.3330685701196,389.3581175630476,333.6317517301748,1909.256483187977,1238.9673488909468,2296.3825346425215,216.15366276390972,3320.0652890228794,3857.8963992825115,1281.6217545673987,812.0819124105061,793.0462170330496,1720.348959304106,650.8617457771993,886.3996627592486,1150.9053526316966
2021-03-23,1560.7091148342677,5201.878863388942,2602.0531739586067,1242.0755290037782,386.64740643516717,390.95678212741063,340.11473048303367,1874.8454471236541,1269.8872143551616,2318.8284365155464,218.248083934188,3280.5830739269604,3936.5519843485326,1318.5258945653086,797.7487254392374,812.928164948083,1718.4014580712046,654.0904139063479,914.877485106011,1129.9096044105609
2021-03-24,1577.7004461623567,5202.1006650222525,2503.8384179814025,1240.1806007230985,401.5354072941943,384.78069593136,344.39372509648217,1830.4327834454282,1256.1011195823355,2265.8431685324053,215.09848755278725,3097.3097386941104,3939.9260267903223,1317.4571208001885,797.5789874707625,793.1804032219028,1701.636087002318,648.2448782422792,878.157531340821,1131.9138370595927
2021-03-25,1626.8533537233295,5100.732299211172,2501.653365962987,1225.9572774598544,409.95204360980546,373.6123396981576,341.7416908302503,1876.8462216310122,1269.6053026514724,2260.6173987815737,217.00518541270026,3085.6830738557874,4136.9470551793465,1303.1353262469725,787.7017214619849,769.8088380303103,1679.2550793898354,652.1674594732391,875.6025118236464,1088.6074177676903
2021-03-26,1624.1280441548215,5051.788230469967,2434.443194194091,1202.8703469134239,423.6324836400404,387.2908436339126,341.42840359206684,1905.0802945906912,1277.6060480150416,2352.9774747912684,219.57596111238178,3069.4707167487263,4207.205022567275,1296.297543905797,789.6717418493247,806.2207394409658,1690.4062573094373,656.7929641078506,884.1533016985619,1076.9790315080324
2021-03-29,1637.9887336474312,5139.246811709063,2532.4186264174423,1201.8329091255864,427.1581893603777,382.5792746545781,342.22137015294004,1908.5434108405268,1279.3666027716395,2359.388083559698,224.05273913364448,3055.6720577370247,4188.821129497366,1366.028357106495,786.8649321451894,803.7646236272374,1678.5005305331995,645.1673812450629,898.391953540455,1084.784998582747
2021-03-30,1661.4166896746,5198.012410059583,2579.8438743918064,1211.1824632224295,437.3459960960048,382.03019609005054,343.1296218987762,1973.0576129922515,1303.8161511032276,2345.122016376075,223.59497236926853,3089.50074317499,4122.578605467368,1417.9217102403375,768.3736757971639,808.2318315939722,1660.2327453224527,650.5864166851903,904.5751782605845,1046.8879309728165
2021-03-31,1648.9155102548325,5175.7719759317,2586.590361741111,1262.4929470049635,431.2322075703566,389.9446372318041,350.15154764705085,1963.47780589441,1287.2357506659712,2369.3583665415085,228.07356939285634,3145.1866818464487,4044.259151227885,1422.1865627193158,760.9020440042618,797.4511368967941,1646.1776377868919,647.434819633719,936.893886361657,993.5775321303933
2021-04-01,1657.130159389734,5140.387871704504,2653.2574871717707,1224.94935040062,425.8906181586545,417.66233244818375,354.83425562173187,2016.401513122026,1273.0713573157088,2406.718081326128,218.88929067862594,3209.0528141188915,4073.411895700892,1405.599499816984,768.0203331697394,805.6642824794354,1624.491206850201,638.6946968861315,937.9039815160874,947.5874647291294
2021-04-02,1658.3760694117216,5102.68228888063,2609.6742318408756,1253.9654861929755,402.7720811554316,407.47566134719295,369.75392501055256,2024.4902708887757,1273.404881054172,2385.964068166613,214.37444457560719,3239.2634239345493,4035.6287970668263,1409.5925559883142,769.0482214809222,821.5368497357348,1631.769613406838,649.0718907394477,962.9833987434284,973.2126661270183
2021-04-05,1662.444931534165,5011.0983077945975,2639.345151557841,1278.9971843775402,412.52839281867153,411.34527200597006,386.2558132875856,1984.0105575519076,1257.7382698111774,2411.1395572650404,215.18422861247657,3124.2196422538977,4172.738781315084,1417.1712846804783,768.1723911847192,826.8734902077398,1586.485291939843,639.3099635875801,951.0160637222475,972.2052155908799
2021-04-06,1637.5744300559952,5175.499984627552,2651.212198122943,1259.7075345690932,425.443204531384,405.72997889691806,387.0642434804406,2058.333187855756,1271.1460689459595,2396.4851575358334,216.7104594764238,3104.4620939387814,4297.19587321645,1382.6388243328877,798.3213790841188,856.076314834789,1596.8931524104062,633.7905757639015,952.5944260266675,962.3380055351665
2021-04-07,1639.1959619638762,5144.724342950898,2666.537269425629,1265.4577456021252,420.949016134962,401.56077630825104,357.5571320549916,2100.1466147531846,1253.6502100984821,2432.1605585384036,212.8669595360993,3249.073512866952,4353.752690260588,1385.543507072372,810.3925974822213,850.9099869032268,1619.2991206417958,635.020774048265,929.966210808391,981.0103410028088
2021-04-08,1656.341895706347,5272.535606548794,2735.7260986187184,1254.5081636745392,419.0214762239553,395.9773787311647,366.58067600943843,2096.1134498887877,1259.9511615552485,2441.631058935104,214.07783191152876,3275.0152032457513,4253.268411409358,1422.8812533452544,824.6140355969544,846.861655462926,1601.2964286491235,652.7926130179168,947.1866637183826,973.5654597549601
2021-04-09,1705.241865739748,5435.595735403575,2777.1719169201638,1259.7943745571054,412.9132986471053,387.2606893504225,362.80213587453557,2127.646175763366,1258.0568812082445,2466.387626783368,211.51386346952216,3300.7450044214734,4198.212499691455,1372.3872761762382,822.2891450440854,851.2044696052061,1663.6520946059213,655.6359697613436,945.3786195855661,979.2795471442465
2021-04-12,1738.8102621370829,5546.841822482876,2794.597207841584,1298.4481669675183,416.2798101000209,387.13450927051883,357.16793536828504,2111.531237501484,1264.093691427602,2430.1720025022587,210.44800664039678,3326.1268053210506,4305.74362762426,1395.7613361432395,826.3207496237977,859.5456204570044,1665.0702352715512,662.8910844097369,952.616836538233,980.273620685592
2021-04-13,1814.5591823356442,5501.732651353765,2703.4996302739905,1314.8243571042867,425.8536841317543,375.9114590417845,354.5002818114652,2147.6024848816833,1253.1026143295694,2391.469744971306,214.86646271586207,3355.4219746597378,4259.408125404105,1434.8370138435248,819.609372668456,863.8940146832545,1613.9078558249926,659.2764382828781,947.1227402724,971.529591345488
2021-04-14,1787.6185106011842,5548.90781808622,2652.9416840024487,1328.856382829929,411.22329366024394,383.217731046491,351.51083023307274,2045.974560757101,1245.2309170695319,2437.888043804689,218.87989964294528,3197.1727460371676,4357.131021853044,1419.4682638079814,832.764918865585,842.1339926074814,1605.636807034269,658.5711493019996,958.7046970318388,977.7307847485756
2021-04-15,1819.6998502041106,5548.997088205945,2647.757361945738,1318.0844252930854,414.79631852951644,383.83090191896633,355.9909750337251,2005.2677963221736,1248.2446067047695,2435.2357980485704,214.62461030494208,3183.4553200493615,4400.667816886929,1468.274572381186,831.3425579814216,847.8186524969583,1608.451685687702,658.2566521595767,966.8044857302655,993.3404761576452
2021-04-16,1827.2822485367765,5451.478806874093,2654.025788454578,1279.6212279799486,412.70846804177836,387.2656893029433,345.0660692509695,2045.5439908094013,1253.9134972574898,2450.3359521005527,210.19367894948664,3182.634444970015,4407.420015420469,1448.7366225640721,835.4556709930938,841.8979349338466,1623.6987639620656,662.4471961052184,948.0552186884469,990.163641855877
2021-04-19,1908.2236502142932,5489.569301279895,2595.361004718965,1274.9258316426085,413.8507987916613,383.848545064584,337.8009050555844,2036.3531350852859,1254.4350772376524,2436.545685465617,208.57025481501128,3265.7963901671906,4347.670137283661,1462.2412429916583,838.5570712928127,832.536416933444,1616.1508208679488,658.8571619251933,930.767101234637,981.5382160049691
2021-04-20,1878.3294839485532,5362.865673079768,2721.8421172170547,1306.3300126645624,417.8568248757269,381.22145541933287,340.28819091182123,2045.8238997100182,1297.8476219644847,2481.5597351810575,208.56297028539888,3270.5430877056006,4341.649149469994,1454.0008501783855,838.6716704911414,833.4935350114888,1584.2618936494775,676.8439609366548,930.7155603723586,975.3052047548246
2021-04-21,1847.7231628008526,5492.9344063764065,2805.750742393398,1267.0834735621013,416.49291981817515,383.6045767561217,344.69794495025036,1991.7410857530226,1272.780034695851,2452.634179586992,205.92298651207312,3164.478630563862,4360.287671684356,1445.8003913171526,888.3745082163604,817.8818229058791,1550.3593032451015,672.1308766180107,943.4584330600397,930.9695362912566
2021-04-22,1826.4967908902652,5444.638626817035,2840.941496253592,1240.979289267927,415.8383024574892,374.8656760411651,349.29305565491444,2066.346408622837,1271.7820785458487,2447.20889196128,210.31179199957967,3193.281028757999,4452.511148096137,1428.6734667804933,876.9745440142302,799.7184453037128,1530.8682082492091,649.5171524402415,979.0814526664759,936.7054173545265
2021-04-23,1749.824264792962,5469.265778780893,2846.4550171713363,1244.7336918239455,414.2674718764433,372.36914235493316,343.9695760471442,2116.580514900249,1232.3917058129614,2486.9022684125557,211.878151498223,3143.540909278746,4375.862450948436,1449.3485285949032,865.5613950653158,758.2855291176767,1514.5560309568407,685.4717798203252,985.5040479545879,914.5221481716019
2021-04-26,1732.2995990398836,5502.987944898104,2835.7973789386438,1220.8433989595565,422.5140144090932,366.153455987718,337.4116884223759,2109.1434767008645,1242.178904229794,2546.4868401832878,213.70490182259505,3068.6123709221374,4355.049375120173,1474.6775016837287,878.009842732462,785.1627675251011,1480.9336696437515,681.3264757254622,1005.8553254904417,926.4972436521899
2021-04-27,1706.8648447348523,5477.244419887198,2783.2263201502255,1202.1028802804105,426.263910452843,359.8148357598564,334.1615039729477,2093.126815908192,1215.0932792718563,2521.0851607629156,208.39844315162256,3018.952461706176,4361.131038861986,1473.5148010680614,867.9975628682835,794.2821397190094,1459.9691828018426,699.561085824687,973.9123591140915,925.2849386733083
2021-04-28,1712.8523144972758,5544.252349103399,2788.9308496791127,1192.519750216988,428.3575784356184,344.81172117712475,335.93170951824607,2137.275229289418,1208.937367482131,2621.156307477172,213.36787373736078,3053.2178275296633,4421.112147471161,1434.1728926320318,863.3727614206146,792.8244076665973,1479.9549498535923,719.5656065027582,1013.6081668959437,927.6929204897738
2021-04-29,1725.416290936588,5494.364761001406,2804.7023953196976,1160.5454955773605,417.6833211937228,354.2204371684511,346.08005441521306,2223.085566622948,1200.545786845871,2638.887994454708,201.4398891705916,3131.609881600204,4342.994249181571,1446.4542935604475,845.0448953046,782.6410025191096,1529.4864552916897,733.5282635034002,1026.3935407829279,941.1505752216957
2021-04-30,1791.0225136933213,5592.856446732004,2736.44936930802,1138.515513909751,414.7296339646809,349.53382624153113,332.08155098915523,2266.602922580516,1207.8905129113625,2585.1640210686433,204.9008498708302,3163.42265030978,4230.808645523055,1459.3860103495028,853.7751879630064,738.0143072504065,1553.3605676964771,730.9898563847981,1025.888462556378,924.1811829963398
2021-05-03,1825.9626347850087,5445.095452318604,2756.1067309168225,1155.1020435902974,422.39109342011943,357.8413788330338,330.7815928054769,2366.1885095055923,1195.1402400692905,2605.5378046375067,208.8321256776263,3204.991493257173,4289.952401658539,1453.790286237676,862.8125220308111,727.6300197261014,1594.706710343763,735.5466252191436,1023.0222112893417,931.4683228517507
2021-05-04,1805.8075257201926,5461.580977521845,2748.9265740922483,1125.4766844684289,422.9207429016296,365.66946188192816,322.1304736534829,2323.7224614292745,1181.508334300193,2586.882194890163,207.1305565587694,3236.9161105112275,4161.858788834147,1508.8084355300455,857.8048951688938,738.4115514766034,1626.572728858176,717.1651648665215,1000.8799226840899,936.919667672984
2021-05-05,1774.2631499882866,5676.10412277105,2645.4125794972306,1090.0720661679482,428.7107940547932,356.4472801996251,311.64678456538206,2286.803771007402,1216.028616050869,2610.63331680475,212.50729387200482,3245.0943199907283,4270.897800615695,1462.3694463987224,870.4972627070108,752.6950050379045,1654.4889566577533,746.0690405753372,984.9401733533947,933.9256315805801
2021-05-06,1792.6061627388158,5565.382479717821,2601.2138191724403,1076.8816495774734,444.0716029843331,348.8662793458389,317.8295865443816,2233.5696722475027,1223.55745756679,2609.700994503646,212.34537371437534,3291.9489800496267,4259.714360980036,1398.2508720844735,838.5826565739139,762.7403520476443,1644.13859739951,733.7319534192156,1023.0659394939511,917.055456720921
2021-05-07,1746.1693021570325,5492.726971264163,2580.996897497575,1093.1846793814643,453.51794802628154,366.90617529920036,321.4504574043545,2254.420520872615,1210.4396772142525,2614.8824874639918,212.71668806872637,3134.3452459038867,4130.003410655977,1378.512186803475,827.1468478371968,765.537960945511,1649.5942069771986,730.3729144085876,1003.3411373673226,928.4313162454098
2021-05-10,1811.0031283101364,5551.928444881112,2679.729715687114,1089.4258336503892,454.58968656339727,379.93813919854273,324.50059481853856,2263.465416057392,1204.9725164780266,2568.515737585258,214.26751519597306,3142.8762034425904,4092.385669467614,1398.7880204578616,824.7484662996693,785.8840330261014,1636.541979467527,732.1840418463249,983.6100775570379,941.9577164754135
2021-05-11,1854.6280248399062,5574.64491317021,2710.8978194683905,1079.8480140007282,450.17117327234763,379.8886065620583,330.64031377266684,2257.7184265072224,1245.227152683011,2620.659752499411,228.0302387203627,3078.766241030398,4125.462264760929,1369.9493578619479,805.8240767050061,781.1131319007318,1630.188689074041,730.976820388218,970.2876596603976,944.5688614331933
2021-05-12,1838.1524125930075,5616.5250016131895,2639.8461869058624,1081.3459531957424,427.40557050567156,382.034013080608,327.6333457985645,2295.3888480509545,1239.9930924242392,2561.373753178544,234.27568553980123,3151.911727790039,4083.5722311912064,1343.7567229425579,778.0438873673596,798.4567947263955,1633.2262881389215,721.7391259326362,947.5212035174093,924.8216591798944
2021-05-13,1776.0914414444082,5674.283899052831,2666.8273309056553,1044.13235281261,426.17990021384315,377.4049344280407,324.9622329315771,2353.110009225859,1223.519123940882,2505.8552140244115,237.6779832365784,3144.2112730075432,4087.2498758287384,1369.9874275870534,773.6417778401785,792.714573817341,1657.3512012246906,742.2269764692763,948.2850302035548,915.5281442142253
2021-05-14,1825.0715098963944,5749.152837191222,2585.6328932327046,1054.985182553533,423.61419070523624,380.85707785030604,339.3303120839845,2282.4855345106216,1207.368765712742,2525.519178558165,233.45775163890323,3147.7295252042422,4149.791204933302,1383.3461180786353,784.7670574093079,779.1410599614519,1672.2117871225148,756.704548345209,969.4111234864911,914.8811821784798
2021-05-17,1821.8031774849728,5879.624093506082,2642.914541722105,1063.6030406768655,427.1332909909384,375.5846303293054,337.82659658417094,2256.3751769140417,1194.712486864147,2607.7422158772356,234.24492367101598,3054.5522064439806,4135.0851470254875,1394.4699060499474,805.2825695304039,763.8587849397647,1667.635636993797,761.9567923052838,958.0594680104092,927.9364369257902
2021-05-18,1867.8152328796348,5930.755498537739,2619.333155127901,1055.4280074447436,426.0320967144658,360.50600589922243,342.9624534783189,2294.5143974481853,1181.1047660596691,2590.6566489003394,230.55264230688928,3118.1987432594947,4059.6564240017738,1416.9607232412086,796.8707829579595,747.9782154752367,1670.3218224831883,756.2489274033753,932.2239711669458,899.01285488868
2021-05-19,1809.18721511966,5905.104073053143,2615.7375342317787,1077.1893395109682,423.51522639026615,351.15768293880996,343.17770728397306,2274.1969917597694,1151.467354991433,2628.271549394952,234.45871519024692,3158.8805177561067,4037.410806101688,1405.619569311097,808.9547839214923,758.2115751441836,1685.6374600796134,772.7242015979506,938.1316853974996,889.3250300753161
2021-05-20,1788.4041761554197,5987.488979137684,2686.4041240735896,1053.4373986180753,408.654933185614,351.4813993895199,330.66367364120794,2239.028533102488,1126.1534944266757,2686.0062741631095,235.2346186809911,3195.6465943136036,4153.675328621679,1395.6682304766837,819.657935850822,747.327515143898,1708.9799801184345,765.9324406301428,937.5542777720085,882.6075568607316
2021-05-21,1789.4859353329873,6217.993166564211,2618.5904957555863,1077.7277476320037,401.17681084384793,343.70615819445294,317.3073147254227,2285.75873461988,1108.0377304221631,2731.1142275008892,230.06170742028195,3145.281743438112,4295.736370252999,1418.969728680172,840.0446020344665,732.2609613048313,1657.915823630428,790.3716879507699,956.8252287380152,881.579820741662
2021-05-24,1792.0621005361659,6204.60784857424,2546.7301829837807,1081.5966537107274,405.2018261379452,343.4155376935803,313.7916498208349,2227.9518930338995,1121.70140946078,2715.4808768890707,230.55001147749246,3098.188078704227,4124.342831825529,1381.5121409358992,834.5811026408884,743.0799005468106,1623.0203773131864,792.5249910488667,948.6059412035197,859.0761684396886
2021-05-25,1776.8272261024763,6086.778709050026,2518.2781476917853,1074.8571689373846,419.31020516339424,336.2061394885235,320.5764607285328,2215.6277629070364,1113.7095721160506,2657.584287400853,226.74862233538568,3113.5922360269606,4216.400465973351,1322.9990273578892,804.9785026647806,748.3256045997721,1659.775638713785,812.4139054175133,944.1445188381566,855.7681620088083
2021-05-26,1799.84957406695,6224.593199344887,2571.835822156576,1074.9673711328837,418.7019924926356,331.1135987183058,325.7909039450211,2231.2986333422236,1109.6520677797134,2541.5782050601897,227.54775804381438,3071.9013349833463,4239.60312513541,1312.1958360659837,806.5109539639433,763.1064119529916,1658.5849299469307,810.9707280560082,941.7930256159077,850.8820071064981
2021-05-27,1762.3183753521946,6212.719020455063,2494.9715668043673,1073.1987323520707,421.6564464822146,336.9290482158265,331.9097599091546,2206.807010865051,1138.3940098833302,2529.4884004659048,223.75190957633208,3100.1562511033057,4320.069323777353,1337.2816950603576,790.561494297882,771.311324635293,1645.34688147387,812.5364397544344,943.9403911401239,833.6500830266413
2021-05-28,1758.1811748853465,5945.861671691594,2354.896098786736,1099.9274528691749,429.8996458057087,338.7651804473007,325.5235095837092,2242.4758822162535,1168.4477745331915,2590.352311336406,223.98679374020455,2967.722994957754,4274.666409513607,1344.7854420568915,779.5172694419866,760.0793104872073,1637.4985941936297,832.856693303866,937.001264870263,832.1000343414211
2021-05-31,1763.290295774725,6049.607643926026,2334.824902124121,1076.7920379908776,423.1425353094419,338.8690836489216,336.20636101898873,2218.0832622207968,1162.4390331814661,2533.407768352997,227.46069390054458,2940.2689126329465,4125.62901017367,1368.5152974647935,775.2109175831879,761.616227587168,1629.6810021474664,869.8176265962785,927.0757208868591,823.5099478781972
2021-06-01,1782.3140409999216,5987.861938032871,2361.756677758181,1060.9089410993147,426.4583990623548,344.99559251304345,329.8863988949529,2281.6810102769136,1148.3534453094912,2570.1528135808003,227.33307938957304,3047.3978142504434,4175.919502730062,1314.0129629534194,770.3437150401302,763.9031020284957,1648.6810547071516,897.3972266460104,893.2304542248067,832.0841052198828
2021-06-02,1808.5716218004673,5980.013853097203,2419.632080147128,1083.4278556475997,420.35586375652747,348.48424723787457,331.4554995838848,2277.083591999877,1129.0741914534065,2522.597146018716,225.66950925979677,3075.7072761901354,4099.418556541106,1322.961307353046,772.9098727288275,750.2420905702171,1612.9700824932845,913.5886887558311,883.576647979614,817.7668074439968
2021-06-03,1768.7959921717618,6022.708799538921,2398.428294387472,1071.065186819634,427.83672216519864,358.740579754167,331.5526008652126,2308.792898077703,1145.28263338997,2529.210012161011,226.69980891543116,3087.505299580638,3987.6444307086854,1340.923536804591,784.165856845839,734.0424886182952,1614.5758828107487,924.8127366766342,896.6575278589778,819.6449581127692
2021-06-04,1715.4096902332262,6048.666635892985,2379.8919642232486,1090.891311987232,429.34615620151106,355.62054647667895,330.56541081869176,2344.3955906155934,1141.1663219170173,2566.277689907981,229.97418215814687,3211.637001225497,3884.4919343188603,1305.3676774243204,778.7906259992159,724.4159381823442,1623.3306857582095,915.8984909330998,912.3534375323168,806.8029438992334
2021-06-07,1760.1021791037647,6137.515719932982,2436.0050919046917,1128.5147566260794,432.1236120624978,352.7426162329283,339.5805387263883,2316.143748103539,1132.9158060293882,2533.7118602298433,224.99669790942113,3063.198118220324,3933.1190751062877,1328.5264035585876,785.343331489767,754.2848005233196,1637.0078284759338,921.7644496657072,904.2131825202877,797.5286756719315
2021-06-08,1772.6803625259565,6087.128388889169,2346.1290884305527,1120.0103816635403,425.57608721429773,343.73985380840895,334.96149278975946,2222.1784193479098,1115.0459947728125,2543.6178973093433,226.2821317403446,3014.7805278277733,3946.0552977280418,1326.2275507902937,785.9687162474761,748.4354109880397,1645.1229345198055,905.3930063184506,928.1655365126774,802.6694119724124
2021-06-09,1747.030155007842,6152.638770495239,2329.071755132439,1135.8330444431474,431.8067965606459,340.9625683537887,326.08765771355087,2239.3227816109743,1098.4392488366125,2523.7730311957457,232.3579917098583,2992.0989367622683,4009.7814091951204,1408.3564915941542,801.0670871933056,767.2640519676343,1662.9200794180908,912.6503131363622,928.0967766787365,806.8387615703969
2021-06-10,1802.1018556101026,6123.777150855366,2339.1065090805437,1110.1929246400728,450.02656412423323,347.71205805860114,326.38110716764555,2243.6799818530144,1106.0197580499876,2560.627621079584,235.1400463040603,3044.9604224635295,4065.443210236358,1347.7341788126782,798.4461262402197,760.4559567636044,1644.7045808777934,921.1388857584875,903.7278069596015,800.5127877244039
2021-06-11,1807.1720560000313,6217.325254264221,2361.2914710342575,1127.5060124524957,441.1798366616116,356.9263397808196,323.93437987699616,2269.743736473205,1077.474753677686,2573.959127716844,235.529222581644,3099.809682068928,4033.2503017995227,1385.31209046246,797.5849753327556,774.3546402404245,1614.5471878054707,885.4752410262276,874.313562471193,796.5997112157853
2021-06-14,1850.6995003632248,6296.952712871501,2338.3960728396187,1132.5668003232684,438.4025301099775,363.9599671250656,345.9773558969386,2260.5954221098405,1099.452409070141,2578.1550761683675,238.66052474511704,3047.6704672851424,4029.5821756882196,1375.0841069742664,792.0114443787863,788.7187895857343,1694.693453684887,886.6040202329618,896.0535077391166,773.8391615834802
2021-06-15,1854.1239785096259,6182.292923776642,2341.17600540639,1143.8480327965622,440.6524774283859,351.08166685332026,350.83146993375135,2242.265262111732,1088.263399680446,2659.797510910188,240.93971584066503,3110.023020824653,3990.379375776861,1331.2972566058997,789.8373960913582,804.1396696285831,1685.3297746362414,894.4039173116013,889.8169085645873,795.936360324252
2021-06-16,1931.4686833226335,6319.661261282068,2225.834347540955,1129.6512299204387,447.80344057872065,358.86265622084943,348.1346945545687,2333.456979991053,1085.5506649521692,2696.359414244278,244.69163444054888,3086.4916681148843,3975.5888133248386,1317.9322264945538,777.8557503261799,810.7790864769177,1679.9551072943814,893.3537107874024,868.6559142045019,807.2777593685872
2021-06-17,2000.2421349790193,6255.078943481699,2197.644226206986,1092.687157067481,443.0160072646967,345.8465740157816,340.9553803307561,2265.9102112440382,1057.0662940549278,2660.4788588839856,234.90919758002295,3162.829226135422,3900.6684654124415,1325.905169294639,764.5140107163627,833.5192763499166,1703.56990352983,900.1976728195089,829.8395699988286,818.1993887053167
2021-06-18,1991.2824844487686,6359.295789336331,2218.6760643936873,1104.2314420044042,418.13595991634946,352.23171329502816,328.30396901778164,2300.3044840191196,1057.3333948717477,2657.2403164571524,227.7282295021209,3099.089190632974,3933.081795072237,1354.0797702822301,776.7579378432692,840.2433425228717,1758.8026821121618,876.4914668351281,823.6868720380232,792.5074007020921
2021-06-21,2030.9715700316858,6409.189210542795,2176.1975571859325,1059.2140649554299,429.71154797331747,349.8169216733252,321.7364511030829,2275.0194516430297,1050.9191676303335,2654.535310381705,232.41865288015077,3092.9956623533785,4019.619092876265,1401.3903503215358,760.3186066982144,869.4591031399968,1740.5277332022133,863.328943703635,830.7664748540706,783.4650498806074
2021-06-22,2058.2018599284943,6648.01914491429,2179.852882343241,1053.0208298898312,436.4623689850978,354.9069909592279,322.63693848322015,2260.8789036327457,1050.3920139888553,2660.1268008698635,225.53776303995113,3064.2204525788134,3955.9794358995036,1441.9435905706794,755.8461375749373,841.7247523067881,1706.628683576221,881.6304495995447,819.5894898459742,778.6146799807875
2021-06-23,2115.5693612038567,6621.631031905844,2200.4251349627066,1073.3690225058724,421.46598000613164,345.62653977951044,332.00843587966017,2247.670720995589,1081.834635470963,2795.7671599852624,227.4617744349556,3130.470760067024,4059.330952998453,1414.8240340218244,771.572919110075,848.0088377939257,1665.0841071607836,882.0813447811505,802.7347113213599,748.9329308079123
2021-06-24,2075.7998957022573,6578.6809086789535,2186.4502700996118,1078.0252487206278,416.55532147116446,353.89508537727994,339.6226452517482,2212.6774424701052,1086.2203508005261,2817.901354422451,225.97394853316666,3099.304969199604,4070.5770449646243,1447.511129419255,766.5160179301624,853.2380604213381,1718.9697662232336,888.5184036315632,794.3160186966311,762.6376559478571
2021-06-25,2105.319906632331,6579.415141323139,2194.9977063974147,1120.571512629839,429.8282938530438,343.7030856630016,341.34857242911903,2239.0624796829907,1069.4999614205321,2704.570852904254,221.58467916116115,3098.223402946177,4092.238944434728,1459.5626715881006,779.6041325882615,837.6831919159254,1684.1397606297128,879.2507806481059,814.4629234084307,785.194715943137
2021-06-28,2150.9390094222776,6542.809935819343,2153.8312897971373,1144.1059606605388,442.4892852878162,339.2799368960967,339.3129902884777,2302.456768888892,1054.8195790634982,2676.562372772864,223.24501208586773,3131.1768133100404,3955.195630637748,1441.1837702427595,770.7783009260105,847.8121927293064,1684.0536695434826,880.0332087421128,792.1795172584161,817.9677219425582
2021-06-29,2076.355651551813,6650.758697269345,2146.008088661348,1129.7154327658768,451.01729298601504,332.67690721802853,341.3068772732359,2325.2517199894887,1067.9021093932922,2574.4583655674937,224.25422913124808,3166.8884161029355,3814.211708648853,1435.7963199666358,754.9594081065163,822.9698936150997,1651.9796942264313,839.9562820375278,782.4087587669586,801.2667215673046
